status_type,status_published,num_reactions,num_comments,num_shares
photo,10/30/2017 8:16,22,5,0
status,10/30/2017 4:19,122,20,0
photo,10/30/2017 0:42,5,3,0
photo,10/29/2017 6:01,474,5,0
video,10/28/2017 22:53,482,1278,176
photo,10/28/2017 20:14,61,5,2
photo,10/28/2017 0:56,5,4,0
video,10/27/2017 22:33,406,1156,139
link,10/27/2017 10:13,53,0,10
video,10/27/2017 1:12,413,1418,131
status,10/27/2017 0:27,50,0,0
photo,10/26/2017 23:48,6,0,0
photo,10/26/2017 22:58,216,15,2
photo,10/25/2017 9:28,8,2,0
photo,10/25/2017 5:52,568,11,0
photo,10/24/2017 3:05,8,0,0
photo,10/23/2017 4:35,3,0,0
photo,10/23/2017 2:56,73,3,0
video,10/23/2017 2:19,249,481,24
video,10/22/2017 23:09,294,994,106
photo,10/22/2017 7:54,232,4,3
photo,10/22/2017 7:46,219,8,0
photo,10/22/2017 2:19,6,0,0
photo,10/21/2017 2:28,8,0,0
video,10/20/2017 22:35,450,1346,192
photo,10/20/2017 5:02,6,0,1
video,10/20/2017 0:13,303,764,70
photo,10/19/2017 5:53,7,2,0
video,10/19/2017 0:36,307,593,72
video,10/18/2017 7:51,26,0,0
video,10/18/2017 6:21,384,1789,210
photo,10/18/2017 1:50,14,0,0
photo,10/17/2017 23:51,222,16,3
photo,10/17/2017 19:02,154,14,0
photo,10/17/2017 1:59,14,0,0
video,10/16/2017 22:08,378,1053,142
video,10/15/2017 23:49,750,5839,477
photo,10/15/2017 23:41,13,0,0
video,10/14/2017 7:19,333,982,93
status,10/14/2017 1:13,193,182,12
photo,10/14/2017 1:07,5,0,0
video,10/13/2017 4:48,397,1250,85
photo,10/13/2017 2:20,10,0,0
photo,10/13/2017 2:19,3,0,0
video,10/11/2017 23:16,300,633,55
video,10/11/2017 0:39,257,799,64
photo,10/11/2017 0:37,11,0,0
photo,10/9/2017 23:51,31,2,1
photo,10/9/2017 23:46,7,1,1
video,10/9/2017 1:01,285,866,53
photo,10/8/2017 23:03,91,5,1
photo,10/8/2017 23:02,57,3,1
photo,10/8/2017 22:54,3,0,0
photo,10/8/2017 0:24,7,0,0
photo,10/7/2017 20:24,95,3,0
photo,10/7/2017 5:57,9,0,0
video,10/7/2017 0:56,328,662,62
photo,10/6/2017 23:06,557,27,2
photo,10/6/2017 1:04,11,0,0
video,10/5/2017 23:42,228,507,42
photo,10/5/2017 9:02,15,10,0
video,10/5/2017 0:18,187,315,39
photo,10/4/2017 7:47,74,1,0
photo,10/4/2017 3:19,5,0,0
video,10/3/2017 23:28,240,769,37
photo,10/3/2017 22:55,70,2,0
photo,10/3/2017 22:53,54,2,1
video,10/3/2017 2:32,194,645,28
photo,10/3/2017 1:07,7,0,0
photo,10/3/2017 0:23,38,0,7
photo,10/2/2017 11:45,130,12,0
photo,10/2/2017 2:06,4,1,0
video,10/1/2017 23:25,211,677,23
video,9/30/2017 23:25,253,841,41
video,9/29/2017 23:16,229,803,36
photo,9/29/2017 22:22,59,12,1
photo,9/29/2017 22:17,12,1,0
photo,9/29/2017 22:11,37,3,0
photo,9/29/2017 22:04,69,5,0
photo,9/29/2017 7:20,33,3,0
photo,9/29/2017 7:15,20,0,0
photo,9/29/2017 7:07,8,3,1
photo,9/29/2017 7:02,20,3,0
photo,9/29/2017 7:00,12,0,0
video,9/28/2017 22:44,214,778,56
photo,9/27/2017 0:22,407,58,0
photo,9/25/2017 23:07,36,1,1
photo,9/25/2017 23:01,19,3,0
photo,9/25/2017 22:59,14,4,0
photo,9/25/2017 22:54,11,0,0
photo,9/25/2017 22:52,8,1,0
photo,9/25/2017 22:46,14,0,1
photo,9/25/2017 22:43,69,9,0
photo,9/25/2017 22:20,55,2,0
video,9/24/2017 23:50,247,606,26
video,9/24/2017 0:25,278,860,56
photo,9/22/2017 8:56,16,2,0
photo,9/22/2017 8:52,30,3,0
photo,9/22/2017 8:50,86,9,1
photo,9/22/2017 8:45,31,2,0
photo,9/22/2017 8:40,10,1,0
video,9/22/2017 0:35,206,464,64
photo,9/21/2017 2:24,391,4,0
photo,9/19/2017 3:13,54,1,0
video,9/18/2017 5:51,279,570,88
photo,9/18/2017 3:45,85,0,0
status,9/18/2017 0:39,39,3,0
photo,9/17/2017 7:55,41,0,0
video,9/16/2017 22:57,358,1037,100
photo,9/16/2017 8:00,92,9,0
photo,9/16/2017 7:57,25,2,0
photo,9/16/2017 7:55,32,3,0
video,9/16/2017 3:34,249,784,119
photo,9/15/2017 23:48,64,1,0
video,9/15/2017 1:21,126,969,79
status,9/14/2017 23:04,95,30,0
photo,9/14/2017 21:59,75,6,3
photo,9/13/2017 11:20,144,11,0
photo,9/12/2017 19:39,99,5,0
video,9/11/2017 22:52,378,931,95
video,9/9/2017 22:43,284,562,93
video,9/8/2017 23:43,509,1776,138
photo,9/8/2017 1:37,164,3,3
photo,9/7/2017 10:47,25,9,0
photo,9/7/2017 2:24,92,5,0
photo,9/5/2017 8:40,108,10,1
photo,9/4/2017 12:13,144,8,0
video,9/4/2017 10:26,20,0,0
photo,9/4/2017 2:36,30,0,0
photo,9/4/2017 2:31,69,0,1
video,8/31/2017 22:46,87,217,28
photo,8/31/2017 7:40,26,0,0
photo,8/31/2017 4:22,7,0,0
video,8/29/2017 22:40,131,566,43
photo,8/29/2017 6:30,22,1,0
photo,8/29/2017 6:00,113,7,0
video,8/27/2017 22:06,100,280,58
photo,8/27/2017 9:16,40,0,1
status,8/26/2017 22:28,13,0,0
photo,8/26/2017 21:09,100,4,0
photo,8/26/2017 9:41,64,7,0
video,8/25/2017 23:04,142,683,49
video,8/24/2017 23:24,150,559,38
photo,8/24/2017 1:31,37,0,0
video,8/23/2017 22:19,139,627,53
photo,8/23/2017 10:56,11,2,0
photo,8/23/2017 10:56,4,0,0
photo,8/23/2017 10:42,16,1,0
photo,8/23/2017 10:38,5,0,0
video,8/22/2017 22:08,100,382,41
video,8/22/2017 5:36,68,240,20
video,8/20/2017 22:55,61,257,19
photo,8/20/2017 22:09,21,0,0
photo,8/20/2017 9:37,9,1,2
photo,8/20/2017 9:34,12,0,1
video,8/19/2017 9:06,130,175,30
video,8/19/2017 8:04,51,81,18
photo,8/19/2017 6:15,43,3,1
video,8/17/2017 8:55,49,183,74
video,8/16/2017 9:13,19,82,4
video,8/16/2017 7:59,69,290,34
photo,8/16/2017 7:23,13,0,0
video,8/15/2017 5:03,51,126,7
photo,8/14/2017 3:27,19,3,1
photo,8/13/2017 4:47,13,4,0
video,8/12/2017 2:14,19,35,1
photo,8/12/2017 1:16,11,1,0
video,8/11/2017 2:53,28,68,7
photo,8/11/2017 2:16,10,2,0
photo,8/9/2017 5:53,10,0,0
photo,8/9/2017 2:11,2,0,0
photo,8/9/2017 2:11,1,0,0
photo,8/8/2017 10:23,17,0,0
video,8/8/2017 2:28,33,130,5
photo,8/7/2017 4:29,20,0,0
video,8/7/2017 0:41,35,132,2
photo,8/6/2017 23:09,29,7,0
video,8/6/2017 2:36,12,2,0
photo,8/6/2017 1:35,3,1,0
photo,8/6/2017 1:30,3,0,0
video,8/5/2017 4:43,61,278,13
photo,8/5/2017 3:08,12,3,0
photo,8/4/2017 9:32,0,0,0
photo,8/4/2017 8:30,2,0,0
photo,8/4/2017 8:25,1,0,0
photo,8/4/2017 8:22,3,0,0
photo,8/4/2017 8:20,2,0,0
photo,8/4/2017 8:13,1,0,0
photo,8/4/2017 8:03,0,0,0
photo,8/4/2017 8:01,2,0,1
photo,8/4/2017 7:59,0,0,0
photo,8/4/2017 7:57,2,1,0
video,8/4/2017 1:22,34,104,5
photo,8/4/2017 0:10,23,4,0
photo,8/3/2017 23:53,1,0,0
photo,8/3/2017 9:22,3,3,0
photo,8/3/2017 9:22,2,2,0
photo,8/2/2017 6:17,12,0,0
photo,8/1/2017 8:55,9,0,0
status,8/1/2017 4:01,5,0,0
video,8/1/2017 3:01,54,236,17
photo,8/1/2017 1:47,31,14,2
video,7/31/2017 5:48,4,0,0
video,7/31/2017 5:12,30,182,17
photo,7/31/2017 4:49,22,4,0
photo,7/30/2017 0:43,20,2,0
photo,7/29/2017 8:56,4,0,0
photo,7/29/2017 5:39,48,3,0
photo,7/28/2017 8:07,3,0,0
photo,7/28/2017 7:58,21,0,0
video,7/28/2017 5:23,39,237,16
photo,7/28/2017 4:06,26,8,0
photo,7/28/2017 3:47,12,2,0
photo,7/27/2017 8:19,0,0,0
video,7/27/2017 4:32,30,197,4
status,7/27/2017 4:26,3,0,0
photo,7/27/2017 3:04,44,11,0
photo,7/27/2017 0:51,64,32,1
photo,7/26/2017 9:37,3,0,0
photo,7/25/2017 9:00,3,0,0
photo,7/25/2017 7:04,17,0,0
video,7/24/2017 4:04,72,252,30
photo,7/24/2017 1:55,21,4,0
photo,7/24/2017 0:45,8,0,0
photo,7/24/2017 0:16,336,4,18
photo,7/23/2017 6:07,6,0,0
photo,7/23/2017 6:02,2,0,0
photo,7/23/2017 5:59,2,0,0
photo,7/23/2017 4:01,4,0,0
photo,7/23/2017 3:18,12,0,0
video,7/23/2017 3:11,7,3,1
photo,7/22/2017 3:49,2,0,0
photo,7/22/2017 3:19,4,0,0
photo,7/20/2017 11:03,0,0,0
photo,7/20/2017 10:50,5,0,0
photo,7/20/2017 3:15,0,0,0
photo,7/19/2017 8:48,2,0,0
photo,7/18/2017 6:24,8,0,0
photo,7/18/2017 4:22,2,0,0
photo,7/18/2017 0:10,7,0,0
photo,7/17/2017 23:50,5,0,0
photo,7/17/2017 23:30,5,0,1
photo,7/17/2017 8:38,0,0,0
photo,7/17/2017 7:13,1,0,0
photo,7/17/2017 7:11,0,0,0
photo,7/17/2017 7:11,0,0,0
photo,7/17/2017 6:47,4,0,0
photo,7/17/2017 6:42,1,0,0
photo,7/17/2017 6:33,2,0,0
photo,7/17/2017 3:25,5,0,0
photo,7/17/2017 2:47,3,0,0
photo,7/17/2017 2:45,1,0,0
photo,7/17/2017 2:10,2,0,0
photo,7/17/2017 0:50,626,3,88
status,7/17/2017 0:27,4,0,0
photo,7/15/2017 4:20,12,0,3
photo,7/14/2017 2:19,8,0,0
photo,7/13/2017 9:24,0,0,0
photo,7/13/2017 9:13,2,0,0
photo,7/13/2017 9:11,1,0,0
photo,7/12/2017 23:45,7,0,0
photo,7/12/2017 7:58,1,0,0
photo,7/11/2017 8:58,1,0,0
photo,7/11/2017 3:27,15,0,0
photo,7/11/2017 3:05,10,0,0
photo,7/11/2017 2:14,3,0,0
photo,7/11/2017 1:59,6,0,1
photo,7/10/2017 23:25,4,0,0
photo,7/10/2017 8:41,0,0,0
photo,7/10/2017 8:41,0,0,0
photo,7/10/2017 4:38,3,0,0
photo,7/10/2017 3:44,3,0,0
photo,7/10/2017 3:29,3,0,0
photo,7/10/2017 3:18,1,0,0
photo,7/10/2017 3:16,3,0,0
photo,7/10/2017 0:52,4,1,0
photo,7/9/2017 5:51,1,0,0
video,7/9/2017 5:03,23,3,0
photo,7/9/2017 4:19,3,0,0
photo,7/9/2017 4:14,2,0,0
photo,7/9/2017 4:00,4,0,0
photo,7/8/2017 7:17,1,0,0
photo,7/8/2017 7:09,0,0,0
photo,7/7/2017 23:22,1,0,0
photo,7/7/2017 23:21,3,0,0
photo,7/7/2017 23:19,1,0,0
photo,7/7/2017 9:00,1,0,0
photo,7/6/2017 21:35,13,0,0
photo,7/6/2017 8:18,0,0,0
video,7/6/2017 5:52,11,0,0
photo,7/6/2017 2:02,4,0,0
photo,7/5/2017 5:24,3,0,0
photo,7/4/2017 9:48,1,0,0
photo,7/4/2017 4:53,1,0,0
photo,7/4/2017 3:51,2,0,0
photo,7/4/2017 3:50,5,0,0
photo,7/4/2017 1:58,10,0,0
photo,7/3/2017 9:13,1,0,0
photo,7/3/2017 9:07,1,0,0
photo,7/3/2017 5:24,6,0,0
photo,7/3/2017 5:21,0,0,0
photo,7/3/2017 5:20,0,0,0
photo,7/3/2017 5:17,2,0,0
photo,7/2/2017 2:13,10,0,0
photo,7/1/2017 9:53,1,0,0
photo,6/30/2017 22:08,2,0,0
photo,6/30/2017 8:20,2,0,0
photo,6/30/2017 5:42,6,1,0
photo,6/29/2017 9:13,1,0,0
photo,6/29/2017 1:30,1,0,0
photo,6/28/2017 8:26,1,0,0
photo,6/28/2017 4:50,6,1,0
photo,6/27/2017 23:04,2,0,0
photo,6/27/2017 5:28,1,0,0
photo,6/27/2017 5:08,2,0,0
photo,6/27/2017 4:28,4,0,0
photo,6/27/2017 4:25,2,0,0
photo,6/26/2017 7:46,1,0,0
photo,6/26/2017 6:15,1,0,0
photo,6/26/2017 6:13,1,0,0
photo,6/26/2017 5:35,2,0,0
video,6/26/2017 5:22,0,0,0
video,6/26/2017 2:44,134,5,1
photo,6/26/2017 1:51,1,1,0
photo,6/26/2017 1:50,2,0,0
photo,6/26/2017 1:28,4,0,0
photo,6/24/2017 7:34,1,0,0
photo,6/24/2017 5:15,2,0,0
photo,6/24/2017 3:34,2,0,0
photo,6/24/2017 3:31,0,0,0
photo,6/23/2017 19:45,2,0,0
photo,6/23/2017 19:44,3,0,0
photo,6/23/2017 9:24,1,0,0
photo,6/23/2017 4:54,3,0,0
photo,6/23/2017 3:55,2,0,0
photo,6/23/2017 3:45,1,0,0
photo,6/23/2017 3:13,3,0,0
photo,6/22/2017 21:59,3,0,0
photo,6/22/2017 9:15,3,3,1
photo,6/21/2017 4:00,2,0,0
photo,6/21/2017 3:59,1,0,1
photo,6/21/2017 3:58,0,0,0
photo,6/21/2017 3:35,2,0,0
photo,6/21/2017 3:30,2,0,0
photo,6/18/2017 23:23,0,0,0
photo,6/18/2017 23:15,1,0,0
photo,6/17/2017 5:00,2,0,0
photo,6/17/2017 2:05,2,0,0
photo,6/16/2017 9:14,3,0,0
photo,6/16/2017 9:12,1,0,0
photo,6/16/2017 9:09,4,0,0
photo,6/2/2017 7:25,5,0,0
photo,6/2/2017 7:23,4,0,3
photo,6/12/2018 1:04,529,226,5
video,6/11/2018 8:31,984,5166,690
photo,6/11/2018 4:48,373,54,1
video,6/9/2018 12:29,256,535,52
video,6/9/2018 8:28,1238,7895,1101
photo,6/9/2018 7:19,315,34,1
video,6/8/2018 12:27,252,733,77
video,6/8/2018 8:26,1140,6523,879
photo,6/7/2018 15:39,624,11,104
video,6/7/2018 12:24,174,324,31
video,6/7/2018 11:50,245,477,61
video,6/7/2018 7:44,1156,7208,997
photo,6/6/2018 9:39,1818,33,5
photo,6/6/2018 7:40,876,133,4
photo,6/6/2018 7:33,185,31,1
video,6/3/2018 8:30,763,4083,784
video,6/2/2018 12:02,288,1715,89
video,6/2/2018 8:28,910,5963,874
photo,6/2/2018 4:32,352,29,3
photo,6/1/2018 6:07,565,25,2
video,5/31/2018 8:35,856,5204,793
video,5/31/2018 4:46,509,17,131
status,5/30/2018 9:12,257,28,0
video,5/29/2018 8:36,1059,6535,915
video,5/27/2018 9:15,835,3919,684
video,5/26/2018 2:25,820,4829,739
video,5/25/2018 12:25,291,895,167
video,5/25/2018 8:23,1004,7061,1003
photo,5/25/2018 2:03,359,47,3
video,5/24/2018 8:25,846,3692,1636
photo,5/24/2018 1:45,426,40,5
photo,5/23/2018 8:30,2402,97,3
photo,5/22/2018 22:44,258,37,3
video,5/20/2018 12:17,329,1909,137
video,5/20/2018 8:19,808,5516,760
video,5/19/2018 8:33,892,6622,1026
photo,5/19/2018 3:19,195,22,2
video,5/18/2018 8:52,914,7013,1011
video,5/17/2018 8:30,1048,3740,974
photo,5/17/2018 3:30,563,28,5
video,5/13/2018 8:40,703,4007,844
photo,5/12/2018 2:51,707,63,3
photo,5/11/2018 3:33,213,5,2
video,5/10/2018 11:57,250,1061,54
video,5/10/2018 8:00,829,6940,1055
video,5/9/2018 8:17,1078,9452,1379
photo,5/9/2018 1:25,287,65,3
video,5/5/2018 12:15,305,1724,223
video,5/5/2018 6:22,543,2041,476
video,5/5/2018 5:05,300,297,60
video,5/4/2018 9:25,840,7145,1136
video,5/3/2018 8:43,840,4018,1412
photo,5/2/2018 7:55,273,69,5
photo,5/2/2018 7:28,576,158,8
photo,4/27/2018 13:33,293,0,1
photo,4/26/2018 5:31,581,20,0
photo,4/25/2018 1:58,751,35,2
status,4/24/2018 7:49,473,83,4
photo,4/19/2018 22:48,1386,51,6
photo,4/19/2018 7:51,434,58,17
photo,4/18/2018 6:32,391,8,48
photo,4/17/2018 1:57,280,29,4
photo,4/16/2018 20:08,345,70,2
photo,4/7/2018 0:01,296,31,5
photo,4/5/2018 7:43,186,19,1
photo,4/5/2018 2:57,358,12,2
photo,4/4/2018 4:59,414,5,61
photo,4/2/2018 23:14,429,88,0
photo,4/2/2018 12:17,136,18,1
photo,4/1/2018 1:18,125,4,2
photo,3/31/2018 10:40,251,18,2
photo,3/31/2018 3:04,158,9,1
photo,3/30/2018 3:23,177,16,1
photo,3/30/2018 0:33,287,38,2
photo,3/28/2018 12:21,153,7,42
photo,3/27/2018 5:27,214,18,1
photo,3/26/2018 2:00,806,51,0
photo,3/25/2018 8:37,312,37,6
photo,3/24/2018 1:12,244,30,5
photo,3/22/2018 22:59,637,64,8
photo,3/20/2018 9:32,195,15,0
photo,3/20/2018 9:01,287,43,3
photo,3/13/2018 9:42,357,59,3
photo,3/11/2018 0:56,182,27,1
photo,3/10/2018 8:19,307,51,4
photo,3/8/2018 3:06,403,89,4
photo,3/6/2018 8:34,211,24,1
photo,3/6/2018 7:39,300,46,1
photo,2/27/2018 6:26,287,29,3
photo,2/26/2018 6:49,223,19,1
photo,2/26/2018 6:37,181,15,0
photo,2/26/2018 6:29,56,3,0
photo,2/23/2018 23:20,378,48,3
photo,2/22/2018 4:06,397,87,10
photo,2/18/2018 3:29,397,76,4
photo,2/14/2018 10:58,940,49,1
photo,2/14/2018 3:13,138,8,0
photo,2/14/2018 3:11,78,5,1
photo,2/6/2018 6:42,128,5,4
photo,2/2/2018 23:32,306,32,4
photo,1/30/2018 23:10,128,12,1
photo,1/30/2018 8:47,119,9,0
photo,1/29/2018 11:57,96,5,2
photo,1/29/2018 7:37,354,66,2
photo,1/23/2018 5:32,121,11,1
photo,1/15/2018 12:01,94,9,1
photo,1/13/2018 6:37,164,15,5
photo,1/1/2018 8:57,342,34,1
photo,12/29/2017 9:02,163,13,0
photo,12/28/2017 13:03,73,11,0
photo,12/28/2017 8:09,247,17,1
photo,12/28/2017 7:08,53,3,0
status,12/28/2017 0:08,120,17,0
photo,12/25/2017 12:22,155,31,1
photo,12/22/2017 9:01,431,27,0
status,12/21/2017 23:41,110,15,0
photo,12/21/2017 12:25,187,18,0
photo,12/19/2017 10:07,105,20,0
photo,12/19/2017 1:56,99,16,0
status,12/15/2017 4:07,161,18,0
status,12/15/2017 2:27,91,6,0
photo,12/13/2017 9:15,316,65,16
photo,12/12/2017 5:21,91,5,0
photo,12/10/2017 6:23,151,9,1
status,12/9/2017 11:13,70,12,0
video,6/12/2018 21:08,154,821,75
video,6/12/2018 7:19,208,981,108
video,6/12/2018 3:05,2,0,0
video,6/12/2018 1:52,17,0,1
video,6/12/2018 1:37,9,0,1
video,6/12/2018 1:36,123,524,56
video,6/11/2018 21:03,157,591,61
video,6/11/2018 7:58,24,0,0
video,6/11/2018 7:20,27,0,4
video,6/11/2018 7:20,190,723,85
video,6/11/2018 2:50,19,0,0
video,6/11/2018 1:47,22,2,1
video,6/11/2018 1:42,164,1120,67
video,6/10/2018 21:03,186,817,68
video,6/10/2018 7:23,41,0,0
video,6/10/2018 7:15,249,1734,247
video,6/10/2018 3:13,83,272,14
video,6/10/2018 1:39,156,333,97
video,6/9/2018 21:09,219,994,112
video,6/9/2018 8:41,7,0,0
video,6/9/2018 8:03,123,574,49
video,6/9/2018 7:14,171,408,38
video,6/9/2018 1:36,180,1002,76
photo,6/8/2018 22:43,325,10,1
video,6/8/2018 21:06,164,518,40
video,6/8/2018 7:21,24,0,1
video,6/8/2018 7:06,215,1229,84
video,6/8/2018 3:18,75,450,25
video,6/8/2018 1:45,134,360,65
video,6/7/2018 21:07,145,746,61
photo,6/7/2018 7:28,68,4,0
video,6/7/2018 7:23,22,4,0
video,6/7/2018 7:16,160,1020,61
video,6/7/2018 2:51,91,432,32
video,6/7/2018 1:42,132,332,56
video,6/6/2018 21:40,20,2,0
video,6/6/2018 21:02,150,568,30
photo,6/6/2018 7:34,43,2,0
video,6/6/2018 7:16,203,775,62
video,6/6/2018 3:34,53,134,10
video,6/6/2018 1:45,26,3,3
video,6/6/2018 1:44,103,440,69
video,6/5/2018 21:10,31,4,0
video,6/5/2018 21:05,133,758,52
video,6/5/2018 7:50,124,416,41
photo,6/5/2018 7:29,34,1,0
video,6/5/2018 1:32,28,1,2
video,6/5/2018 1:31,13,0,0
video,6/5/2018 1:31,114,938,59
photo,5/31/2018 4:12,500,9,15
photo,5/29/2018 7:43,15,0,0
photo,5/28/2018 1:59,35,0,15
photo,5/26/2018 7:48,5,0,15
photo,5/25/2018 7:50,5,0,15
photo,5/24/2018 8:01,2,0,15
photo,5/23/2018 7:22,25,1,1
video,6/12/2018 2:38,0,0,0
video,6/11/2018 23:29,1,0,1
video,6/9/2018 4:26,4,0,0
video,6/8/2018 2:32,0,0,0
video,6/7/2018 21:40,2,0,0
video,6/5/2018 2:00,1,0,3
video,6/3/2018 23:49,2,0,0
video,6/2/2018 1:14,0,0,0
video,6/1/2018 22:53,4,0,3
video,6/1/2018 5:15,0,0,0
video,6/1/2018 4:19,0,0,0
video,5/31/2018 22:47,0,0,0
video,5/31/2018 5:29,0,0,0
video,5/29/2018 23:26,1,0,0
video,5/29/2018 4:02,0,0,0
video,5/29/2018 2:33,0,0,0
video,5/28/2018 4:05,1,0,0
video,5/28/2018 1:05,3,0,0
video,5/28/2018 1:04,0,0,0
video,5/27/2018 1:16,0,0,0
video,5/27/2018 1:16,0,0,0
video,5/25/2018 7:06,5,0,0
video,5/23/2018 22:30,2,0,0
video,5/23/2018 3:07,9,0,0
video,5/22/2018 2:38,2,0,0
video,5/21/2018 22:47,2,0,0
video,5/21/2018 4:17,1,0,0
video,5/20/2018 23:19,0,0,0
video,5/20/2018 7:23,2,0,0
video,5/20/2018 3:56,0,0,0
video,5/20/2018 0:16,1,0,0
video,5/19/2018 23:00,1,0,0
video,5/17/2018 7:35,3,0,0
video,5/17/2018 1:41,0,0,0
video,5/17/2018 1:31,1,0,0
video,5/16/2018 23:18,0,0,0
video,5/16/2018 22:39,0,0,0
video,5/16/2018 22:38,0,0,0
video,5/15/2018 23:37,0,0,0
video,5/15/2018 22:55,0,0,0
video,5/15/2018 1:41,0,0,0
video,5/14/2018 22:39,1,0,0
video,5/14/2018 7:07,0,0,0
video,5/13/2018 22:57,1,0,0
video,5/13/2018 2:14,1,0,0
video,5/12/2018 23:08,3,0,0
video,5/11/2018 8:21,0,0,0
video,5/11/2018 3:20,1,0,0
video,5/10/2018 3:32,1,0,0
video,5/8/2018 22:44,0,0,0
video,5/8/2018 2:12,3,0,0
video,5/7/2018 7:55,5,0,0
video,5/6/2018 2:40,2,0,0
video,5/5/2018 21:49,4,0,1
video,5/4/2018 0:45,0,0,0
video,5/4/2018 0:30,0,0,0
video,5/2/2018 7:52,1,0,1
video,4/28/2018 1:12,2,0,0
video,4/26/2018 7:19,2,0,0
video,4/25/2018 8:03,0,0,0
video,4/25/2018 0:12,3,0,0
video,4/24/2018 1:51,2,0,1
video,4/23/2018 22:51,0,0,0
video,4/22/2018 22:42,3,0,0
video,4/21/2018 2:05,3,0,0
video,4/20/2018 2:06,2,0,0
video,4/9/2018 3:46,1,0,0
video,4/8/2018 7:29,2,0,0
video,4/7/2018 7:00,2,0,0
video,4/6/2018 23:21,1,0,1
video,4/6/2018 1:53,2,0,1
video,4/4/2018 2:32,4,0,0
video,4/3/2018 9:23,2,0,0
video,4/3/2018 7:11,5,0,0
video,4/2/2018 4:16,4,0,0
video,4/1/2018 6:13,0,0,0
video,3/31/2018 8:34,1,0,0
video,3/31/2018 2:41,12,1,4
video,3/29/2018 13:00,6,0,12
video,3/29/2018 8:13,12,0,14
video,3/29/2018 7:36,1,0,0
video,3/28/2018 20:42,12,0,8
video,3/28/2018 8:40,11,0,7
video,3/27/2018 5:36,10,0,0
video,3/25/2018 22:38,4,0,0
video,3/25/2018 8:29,0,0,0
video,3/25/2018 7:56,2,0,0
video,3/23/2018 8:34,0,0,0
video,3/23/2018 4:13,0,0,0
video,3/22/2018 22:11,1,0,0
video,3/22/2018 3:16,0,0,0
video,3/22/2018 0:06,1,0,0
video,3/21/2018 8:26,0,0,0
video,3/20/2018 6:30,0,0,0
video,3/20/2018 1:56,0,0,0
video,3/18/2018 7:42,4,0,0
video,3/18/2018 4:03,1,0,0
video,3/17/2018 5:27,0,0,0
video,3/14/2018 8:05,0,0,0
video,3/13/2018 7:43,0,0,0
video,3/13/2018 7:36,0,0,0
video,3/11/2018 2:13,2,0,0
video,3/9/2018 22:53,2,0,1
video,3/9/2018 8:11,1,0,1
video,3/9/2018 7:03,0,0,1
video,3/8/2018 8:41,0,0,0
video,3/8/2018 7:35,3,0,0
video,3/8/2018 4:57,0,0,0
video,3/7/2018 22:47,1,0,1
video,3/7/2018 22:03,2,0,0
video,3/6/2018 22:12,0,0,0
video,3/6/2018 9:42,0,0,0
video,3/5/2018 23:11,0,0,0
video,3/5/2018 8:36,1,0,0
video,3/5/2018 3:17,3,0,0
video,3/5/2018 2:11,1,0,0
video,3/4/2018 23:02,4,0,1
video,3/4/2018 5:07,3,0,0
video,3/4/2018 2:55,1,0,0
video,3/3/2018 2:45,1,0,0
video,3/2/2018 2:47,1,0,0
video,3/1/2018 22:31,2,0,0
video,3/1/2018 22:28,0,0,0
video,3/1/2018 3:18,2,0,1
video,3/1/2018 1:57,64,91,322
video,2/28/2018 23:00,1,0,0
video,2/28/2018 22:21,34,73,242
video,2/28/2018 8:26,0,0,0
video,2/28/2018 7:40,0,0,0
video,2/27/2018 7:48,3,0,1
video,2/26/2018 7:58,4,0,1
video,2/24/2018 5:07,7,0,0
video,2/23/2018 7:16,4,0,0
video,2/22/2018 8:33,0,0,0
video,2/22/2018 7:14,1,0,0
video,2/22/2018 4:44,3,0,0
video,2/20/2018 7:33,5,0,0
video,2/20/2018 3:48,4,0,0
photo,2/17/2018 3:31,1,1,1
video,2/11/2018 7:29,1,0,0
video,2/8/2018 7:25,5,0,1
video,2/8/2018 6:40,5,0,0
video,2/6/2018 7:36,0,0,0
video,2/3/2018 6:09,4,0,1
video,1/31/2018 7:49,3,0,0
video,1/30/2018 8:00,7,0,0
video,1/29/2018 4:44,4,0,0
video,1/26/2018 7:25,3,0,0
video,1/26/2018 5:51,1,0,1
video,1/25/2018 5:11,1,0,0
video,1/25/2018 3:59,0,0,0
video,1/24/2018 8:17,1,0,0
video,1/24/2018 7:12,2,0,0
video,1/24/2018 5:12,4,0,0
video,1/23/2018 9:27,3,0,0
video,1/23/2018 7:06,3,0,0
video,1/23/2018 6:40,2,0,0
video,1/23/2018 5:03,3,0,0
video,1/22/2018 9:00,2,0,0
video,1/20/2018 9:18,1,0,0
video,1/20/2018 7:41,1,0,0
video,1/20/2018 4:15,2,0,0
video,1/19/2018 1:03,11,0,0
video,1/18/2018 7:23,3,0,0
video,1/15/2018 7:37,6,0,0
video,1/14/2018 2:53,1,0,0
video,1/13/2018 7:07,2,0,0
video,1/12/2018 8:21,0,0,0
video,1/12/2018 6:01,2,0,0
video,1/10/2018 8:10,0,0,0
video,1/10/2018 7:12,1,0,0
video,1/9/2018 5:46,7,1,0
video,1/8/2018 8:24,0,0,0
video,1/8/2018 7:14,3,0,1
video,1/8/2018 7:02,1,0,0
video,1/7/2018 8:42,1,0,0
video,1/7/2018 8:27,1,0,0
video,1/7/2018 8:00,3,0,0
